employee_id,avg_work_hours_per_day,avg_break_time_minutes,meeting_hours_per_week,sentiment_score,task_completion_rate,burnout_risk_score,burnout_label
1,8.993428306022466,72.98710873172004,6.624108625128092,-0.9539037789386955,0.7204759592552599,0.665448343455897,1
2,7.72347139765763,63.49267365825538,9.277406646422412,-0.43019250538975096,0.8453194766591374,0.516579310405956,0
3,9.295377076201385,46.19260739840348,6.037900395000193,-0.20680276671082212,0.8527025308066669,0.38225694734718063,0
4,11.046059712816051,32.061264445888526,8.460192351804798,0.9438438286700952,0.9208945518765108,0.33077499041621206,0
5,7.531693250553328,58.9644662722718,0.5319266652310723,0.2782765622668791,0.644971245507876,0.3417293572844181,0
6,7.531726086101639,52.869707708434994,11.066468536864694,-0.6677407845499457,0.9388850910770996,0.5422678581047458,0
7,11.158425631014783,62.903864400554646,10.00602737681112,0.2430181447088185,0.5,0.6586467571824556,1
8,9.534869458305817,57.70343603363939,5.914556844659047,-0.7736519944691828,0.7555173171454285,0.7578251487650735,1
9,7.061051228130096,65.9910543063867,13.296228342162024,0.5413455269435367,0.7767589236322683,0.2446488691969047,0
10,9.08512008717193,34.29529576878864,14.68785068813279,-0.2355623259089393,0.9449990239106858,0.6976894123025223,1
11,7.0731646143750755,71.34788131268651,1.9622006781551296,-0.04681809436958542,0.8533946279015303,0.45634885275941633,0
12,7.068540492859486,48.95199209384799,6.186376107168929,0.662898323771095,0.639165541921557,0.32865951066270305,0
13,8.48392454313207,86.5052174525053,6.154288251063509,-0.643581784292125,0.7022510311274477,0.5536223038823221,0
14,4.173439510684404,31.216243638208642,5.300484494455676,-0.6985590925564956,0.879802001432111,0.5286942734104259,0
15,4.5501643349739345,79.71927606330499,14.147374209658743,-0.29179966317300243,0.8381398987203166,0.4347507981047197,0
16,6.875424941518054,48.95821566925296,9.030869306135983,0.5191894255096583,0.763131383554638,0.2616416697033174,0
17,5.974337759331153,31.97163992771103,8.677425793446947,-0.7596730377384212,0.7778749315732031,0.4852780684596363,0
18,8.628494665190548,35.32228331891357,0.0,-1.0,0.9544251995738933,0.9036336044805022,1
19,6.183951848957578,38.5930538361136,13.177090151046132,-0.2255794292044994,0.7723461140696177,0.6094374389827063,1
20,5.175392597329417,53.48331892803833,3.8037080257326377,0.2758703999554602,0.836786313395639,0.26116944315048524,0
21,10.931297537843108,55.45670976070999,10.299663151331641,0.6001308748694146,1.0,0.3930753258127378,0
22,7.548447399026928,33.52599992122842,11.386884689790959,-0.2315806810426995,0.6364476044674116,0.5812353281050893,0
23,8.135056409375848,44.51290815478034,16.803292979193255,-0.20571330355800121,0.5722235902638012,0.7018949232060067,1
24,5.150503627573086,87.84540717223727,3.45589800440444,0.5769503671278736,0.967538449719791,0.0,0
25,6.911234550949635,79.55086340201423,0.0,-0.9348708498477103,0.7482035408058845,0.7347518829000736,1
26,8.221845179419732,53.726473393480646,10.919247723768475,-0.19426038759150463,0.8022643708386069,0.4495544229573871,0
27,5.698012845155395,45.760069563364006,19.002555907554267,0.09521194496252887,0.7328265432803329,0.44747899497244686,0
28,8.751396036691343,47.40062653436522,16.19473176469719,0.22460936064251713,0.8110299788848732,0.522357907378068,0
29,6.7987226201623905,57.27035945460833,11.048297076373128,-0.2549033465954413,1.0,0.6301053754787393,1
30,7.416612500413446,24.54414869603189,7.541819071839763,0.017220505852920676,0.9703192687927179,0.5051251726875599,0
31,6.796586775541206,39.852469251533094,14.035612983186551,-1.0,0.9793335267830465,0.6938575048364932,1
32,11.704556369017876,11.628318522448211,5.132269001477657,-0.32912420616692417,0.6375659416311031,0.937704380856859,1
33,7.973005550524132,52.98446245210559,12.381788846781095,0.2267543562772337,0.6773269395170696,0.5573403865681573,0
34,5.884578142088199,57.943918794054824,12.527350795833135,-0.49114701712733977,0.5,0.681386013091058,1
35,9.645089824206378,35.33627075401252,15.3010495374944,0.029492110794798687,0.7285928768375869,0.763904672319884,1
36,5.5583127000579555,76.47973526580066,23.798300194555388,0.223436250401349,0.9935054779578487,0.6813954914695575,1
37,8.417727190009511,20.484686739953176,11.962079835893835,-0.17127460042888248,0.9275419773622556,0.8952750896371826,1
38,4.080659752240448,15.712502395803597,7.455181871462506,0.08523188549828545,0.8167730105571814,0.3444650550233454,0
39,5.3436279022031385,49.48903637119944,9.872128439040027,-0.48136628264230613,0.846654957442292,0.7065600569305502,1
40,8.393722471738247,65.94196605224309,1.1546204755544096,-0.10330563984802332,0.7466671686136892,0.4196622078811615,0
41,9.476933159990821,78.67855382915738,6.526434344554709,0.30510808479461127,0.8807138323602676,0.3699349554791787,0
42,8.34273656237994,35.8223147426212,7.95358780943448,0.07848648048421711,0.9648817419220922,0.3207683495416875,0
43,7.768703435223519,66.57361666862592,7.379558010327037,-0.29326563478196777,0.607616981888429,0.5041254763796128,0
44,7.3977926088214225,44.229830609985854,10.76177436016861,0.1121082021453965,0.8949471531756021,0.38862078800883393,0
45,5.042956019265145,41.54745400118361,5.887900338088997,0.357304895318309,0.9898652306432001,0.32209964815985836,0
46,6.5603115832105825,62.673198749733444,15.605153336622358,-1.0,0.7877349566554945,0.8932452306009213,1
47,7.078722458080425,58.046457568268394,10.001035324590985,0.5795370324779489,0.9551050918180876,0.05256318902810536,0
48,10.11424445243783,13.47215686031501,9.953498394306928,-0.168127369340536,1.0,0.7178035681723753,1
49,8.687236579136922,74.53080699451792,8.36052641743541,0.21274496662011513,0.8343485810519662,0.4767337289241437,0
50,4.473919689274532,72.60182708294903,10.775953419294895,0.598623461822614,0.9089960575007985,0.11332310413595668,0
51,8.648167938789591,32.488745969809415,14.125491323338174,-0.685836848615233,0.7392914374507913,0.9259719249448803,1
52,7.229835439167367,52.91607066874818,5.664348921445498,-0.3547205012137733,0.8771876743903075,0.5347719517922411,0
53,6.646155999388083,54.88060372565478,6.709417554623717,-0.1442743479378524,0.9190407437473456,0.45495313756873806,0
54,9.223352577681736,50.21347531647814,8.481369856116677,-0.39187676056221415,0.8792263510405207,0.6038830150992882,1
55,10.061999044991902,33.9938969230916,3.2706453826339255,0.8674682879184042,0.6970457020436714,0.18002963612314693,0
56,9.862560238232398,31.56753264123897,5.903710701392511,-0.4283860469133964,0.8809542656988176,0.5746755080676834,0
57,6.321564953554723,44.488918580171095,7.618895632276705,-0.2777733897434333,1.0,0.5531632963651447,0
58,7.381575248297571,68.45458038518728,14.371945903563638,0.10219451580148839,0.9172953646771791,0.44537513115925076,0
59,8.662526862807129,55.872003091888644,11.312806645009625,-0.6010747630380444,0.9942980783607761,0.6633077010217205,1
60,9.951090254244718,37.58771335827788,10.967949556837722,-0.19784035587813192,0.8144482044981058,0.6444667682921954,1
61,7.04165152430942,60.433974212966895,14.25448981083986,0.15872663062508757,0.9624850359135566,0.4018615617674611,0
62,7.628682046672366,10.0,9.313141058003017,-0.16643020219125562,0.8918901757324789,0.7522024197902983,1
63,5.787330051987944,67.97531400744207,11.952324249644448,-0.04669342944997414,0.7073633905469152,0.39231689916465035,0
64,5.607586751838658,10.20572442443801,9.483891235337518,-0.26466605622418543,0.8977781507198311,0.4698992693912126,0
65,9.625051644788396,37.751181171937354,11.326811746998143,-0.7572351545903835,0.7012455004839534,0.9314982220982433,1
66,10.712480057141645,22.606602107477123,7.08620671194209,0.16079660566961929,0.7550679587672812,0.5911001523109426,0
67,7.855979756839332,19.106370485581884,0.0,0.8774665358236208,0.8783992460938561,0.19698226838448707,0
